"","year","month","day","tmax","tmin","prcp"
"891",2020,6,9,89.1,66.9,0
"892",2020,6,10,89.1,75.9,0.15
"893",2020,6,11,87.1,73.9,0.23
"894",2020,6,12,88,68,0
"895",2020,6,13,80.1,64.9,0
"896",2020,6,14,78.1,63,0
"897",2020,6,15,78.1,63,0
"898",2020,6,16,78.1,64.9,0
"899",2020,6,17,73,64.9,0.85
"900",2020,6,18,81,68,0
"901",2020,6,19,84,69.1,0.01
"902",2020,6,20,79,69.1,0.47
"903",2020,6,21,86,70,0
"904",2020,6,22,90,71.1,0
"905",2020,6,23,89.1,71.1,0
"906",2020,6,24,86,73.9,0
"907",2020,6,25,86,71.1,0
"908",2020,6,26,90,66,0
"909",2020,6,27,93,75,0.02
"910",2020,6,28,91,75.9,0
"911",2020,6,29,91.9,75,0
"912",2020,6,30,91.9,73,0
"913",2020,7,1,90,73,0.12
"914",2020,7,2,91.9,72,0
"915",2020,7,3,97,75.9,0
"916",2020,7,4,93.9,78.1,0
"917",2020,7,5,93,75.9,0
"918",2020,7,6,96.1,72,0.43
"919",2020,7,7,90,71.1,2.04
"920",2020,7,8,91.9,75.9,0
"921",2020,7,9,91,75,0
"922",2020,7,10,91,75.9,0
"923",2020,7,11,93,75.9,0
"924",2020,7,12,90,73,0.01
"925",2020,7,13,91,71.1,0.14
"926",2020,7,14,90,73,0
"927",2020,7,15,91,72,0
"928",2020,7,16,87.1,75.9,0
"929",2020,7,17,96.1,75.9,0
"930",2020,7,18,98.1,79,0
"931",2020,7,19,99,79,0
"932",2020,7,20,99,78.1,0.15
"933",2020,7,21,97,75.9,0.52
"934",2020,7,22,93.9,73.9,0.56
"935",2020,7,23,91.9,72,1.89
"936",2020,7,24,86,73,0.43
"937",2020,7,25,93,73.9,0
"938",2020,7,26,95,78.1,0
"939",2020,7,27,96.1,79,0
"940",2020,7,28,93.9,79,0
"941",2020,7,29,93,75,0
"942",2020,7,30,93.9,73.9,0.15
"943",2020,7,31,81,73.9,0.07
"944",2020,8,1,88,75,0
"945",2020,8,2,91.9,79,0.07
"946",2020,8,3,87.1,73.9,0.46
"947",2020,8,4,89.1,70,2.48
"948",2020,8,5,88,71.1,0
"949",2020,8,6,86,72,0.62
"950",2020,8,7,88,73.9,0.3
"951",2020,8,8,87.1,73,0
"952",2020,8,9,88,73.9,0
"953",2020,8,10,91.9,75,0
"954",2020,8,11,91,75.9,0
"955",2020,8,12,91.9,75,0.26
"956",2020,8,13,84,73.9,0.59
"957",2020,8,14,88,75.9,0.06
"958",2020,8,15,80.1,70,0.21
"959",2020,8,16,77,66,1.03
"960",2020,8,17,82.9,66,0.14
"961",2020,8,18,88,68,0
"962",2020,8,19,84.9,69.1,0.09
"963",2020,8,20,84,68,0
"964",2020,8,21,84,69.1,0
"965",2020,8,22,84,73.9,0
"966",2020,8,23,89.1,75.9,0
"967",2020,8,24,89.1,75.9,0.05
"968",2020,8,25,91.9,73.9,0.01
"969",2020,8,26,88,71.1,0
"970",2020,8,27,93,73.9,0
"971",2020,8,28,93,72,1.46
"972",2020,8,29,88,73,0.5
"973",2020,8,30,82.9,66,0
"974",2020,8,31,77,69.1,0.4
"975",2020,9,1,82,68,0.11
"976",2020,9,2,88,73.9,0.01
"977",2020,9,3,91,75,0.38
"978",2020,9,4,91,72,0
"979",2020,9,5,82,63,0
"980",2020,9,6,82.9,62.1,0
"981",2020,9,7,82.9,64.9,0
"982",2020,9,8,87.1,66,0
"983",2020,9,9,79,73,0.64
"984",2020,9,10,81,75.9,2.88
"985",2020,9,11,81,72,0
"986",2020,9,12,75,66,0
"987",2020,9,13,81,62.1,0
"988",2020,9,14,79,64.9,0
"989",2020,9,15,71.1,55,0
"990",2020,9,16,73,55,0
"991",2020,9,17,73,66,0.39
"992",2020,9,18,75.9,59,0.07
"993",2020,9,19,66.9,48.9,0
"994",2020,9,20,69.1,46,0
"995",2020,9,21,68,48,0
"996",2020,9,22,73,48,0
"997",2020,9,23,81,55,0
"998",2020,9,24,73.9,61,0
"999",2020,9,25,69.1,62.1,0.4
"1000",2020,9,26,72,62.1,0.29
"1001",2020,9,27,78.1,68,0.05
"1002",2020,9,28,81,66.9,0.01
"1003",2020,9,29,80.1,57,0.2
"1004",2020,9,30,71.1,55,0.1
"1005",2020,10,1,75.9,57,0.04
"1006",2020,10,2,69.1,54,0.07
"1007",2020,10,3,68,48.9,0
"1008",2020,10,4,70,48,0
"1009",2020,10,5,70,54,0.02
"1010",2020,10,6,72,48.9,0
"1011",2020,10,7,81,55.9,0
"1012",2020,10,8,71.1,55,0
"1013",2020,10,9,71.1,50,0
"1014",2020,10,10,73.9,60.1,0
"1015",2020,10,11,71.1,64.9,0.68
"1016",2020,10,12,66,57.9,0.86
"1017",2020,10,13,73,54,0
"1018",2020,10,14,75,48.9,0
"1019",2020,10,15,75.9,55.9,0
"1020",2020,10,16,66.9,53.1,0.16
"1021",2020,10,17,64,45,0
"1022",2020,10,18,66,45,0
"1023",2020,10,19,72,57,0
"1024",2020,10,20,75.9,59,0
"1025",2020,10,21,75.9,62.1,0.01
"1026",2020,10,22,80.1,60.1,0
"1027",2020,10,23,77,63,0
"1028",2020,10,24,78.1,57,0
"1029",2020,10,25,57,46.9,0.45
"1030",2020,10,26,62.1,48,0
"1031",2020,10,27,66,57.9,0
"1032",2020,10,28,71.1,62.1,0
"1033",2020,10,29,64,52,2.26
"1034",2020,10,30,55,48,0.31
"1035",2020,10,31,51.1,41,0
"1036",2020,11,1,59,42.1,0.52
"1037",2020,11,2,50,39,0
"1038",2020,11,3,66,39,0
"1039",2020,11,4,66.9,42.1,0
"1040",2020,11,5,69.1,46.9,0
"1041",2020,11,6,70,48.9,0
"1042",2020,11,7,73.9,46.9,0
"1043",2020,11,8,73.9,48.9,0
"1044",2020,11,9,75,52,0
"1045",2020,11,10,75.9,54,0
"1046",2020,11,11,70,61,2.02
"1047",2020,11,12,68,51.1,0.89
"1048",2020,11,13,62.1,48.9,0
"1049",2020,11,14,61,42.1,0
"1050",2020,11,15,71.1,48,0.26
"1051",2020,11,16,62.1,48.9,0
"1052",2020,11,17,57,37.9,0
"1053",2020,11,18,45,35.1,0
"1054",2020,11,19,53.1,32,0
"1055",2020,11,20,64,42.1,0
"1056",2020,11,21,64,45,0
"1057",2020,11,22,59,51.1,0
"1058",2020,11,23,59,45,0.02
"1059",2020,11,24,52,37.9,0
"1060",2020,11,25,57,44.1,0.01
"1061",2020,11,26,66.9,51.1,0.03
"1062",2020,11,27,61,51.1,0
"1063",2020,11,28,61,46,0
"1064",2020,11,29,57.9,37,0
"1065",2020,11,30,64.9,48,2.39
"1066",2020,12,1,48.9,39.9,0.02
"1067",2020,12,2,50,36,0
"1068",2020,12,3,54,31.1,0
"1069",2020,12,4,53.1,46.9,0.42
"1070",2020,12,5,48.9,43,0.82
"1071",2020,12,6,48,34,0
"1072",2020,12,7,42.1,32,0
"1073",2020,12,8,46.9,33.1,0
"1074",2020,12,9,45,30.2,0
"1075",2020,12,10,51.1,32,0
"1076",2020,12,11,61,35.1,0
"1077",2020,12,12,63,39.9,0
"1078",2020,12,13,66,44.1,0
"1079",2020,12,14,46,37,1.06
"1080",2020,12,15,43,32,0
"1081",2020,12,16,37,32,1.11
"1082",2020,12,17,41,28.2,0.01
"1083",2020,12,18,39,29.1,0
"1084",2020,12,19,37,28.2,0
"1085",2020,12,20,44.1,35.1,0
"1086",2020,12,21,46,39.9,0.03
"1087",2020,12,22,51.1,39,0.01
"1088",2020,12,23,48,32,0
"1089",2020,12,24,62.1,42.1,1.3
"1090",2020,12,25,57,24.1,0.18
"1091",2020,12,26,37,23,0
"1092",2020,12,27,43,26.1,0
"1093",2020,12,28,52,35.1,0
"1094",2020,12,29,43,32,0
"1095",2020,12,30,46,30.9,0
"1096",2020,12,31,55,41,0
